n,q,trial,action_budget,baseline,exact_value,greedy_value,greedy_gain_ratio
9,5,27,2,23.599646623459826,31.480348863961325,31.480348863961325,1.0
9,5,27,3,23.599646623459826,34.45716682712454,34.45716682712454,1.0
9,5,28,1,21.141034160892065,25.287433862690428,25.287433862690428,1.0
9,5,28,2,21.141034160892065,28.172169889525215,28.172169889525215,1.0
9,5,28,3,21.141034160892065,31.067397294479616,31.067397294479616,1.0
9,5,29,1,17.833450379356968,21.424525144948845,21.424525144948845,1.0
9,5,29,2,17.833450379356968,25.12829511609104,25.12829511609104,1.0
9,5,29,3,17.833450379356968,28.586525967996412,28.586525967996412,1.0
9,5,30,1,20.355605673228144,26.166355383024175,26.166355383024175,1.0
9,5,30,2,20.355605673228144,31.722886444450374,31.722886444450374,1.0
9,5,30,3,20.355605673228144,35.325183932227105,35.325183932227105,1.0
9,5,31,1,17.349068719401437,19.964282674796557,19.964282674796557,1.0
9,5,31,2,17.349068719401437,22.56225623462947,22.56225623462947,1.0
9,5,31,3,17.349068719401437,24.907138025792822,24.907138025792822,1.0
9,5,32,1,20.595816122335766,24.583915742333733,24.583915742333733,1.0
9,5,32,2,20.595816122335766,27.694658089284385,27.694658089284385,1.0
9,5,32,3,20.595816122335766,29.559532994591592,29.092060676759175,0.9478483842702216
9,5,33,1,13.202368481150438,17.734084506095332,17.734084506095332,1.0
9,5,33,2,13.202368481150438,20.573405253593506,20.573405253593506,1.0
9,5,33,3,13.202368481150438,21.890169530932674,21.890169530932674,1.0
9,5,34,1,12.99194846298148,15.518615994038793,15.518615994038793,1.0
9,5,34,2,12.99194846298148,17.87165250082776,17.87165250082776,1.0
9,5,34,3,12.99194846298148,20.825221328137204,20.825221328137204,1.0
9,5,35,1,11.866910649410938,14.937149909854604,14.937149909854604,1.0
9,5,35,2,11.866910649410938,20.849980013072837,20.849980013072837,1.0
9,5,35,3,11.866910649410938,26.386338969956462,26.386338969956462,1.0
9,5,36,1,16.412308949599343,21.483935966297736,21.483935966297736,1.0
9,5,36,2,16.412308949599343,25.224620199994273,25.224620199994273,1.0
9,5,36,3,16.412308949599343,29.87248170848709,29.87248170848709,1.0
9,5,37,1,18.703740149254006,23.5907968904598,23.5907968904598,1.0
9,5,37,2,18.703740149254006,27.881900970557446,27.881900970557446,1.0
9,5,37,3,18.703740149254006,29.60175138134293,29.60175138134293,1.0
9,5,38,1,12.776756704807939,18.059314560337782,18.059314560337782,1.0
9,5,38,2,12.776756704807939,23.702566676713687,23.702566676713687,1.0
9,5,38,3,12.776756704807939,30.028125162883956,30.028125162883956,1.0
9,5,39,1,11.201349680336065,13.637419440564793,13.637419440564793,1.0
9,5,39,2,11.201349680336065,16.33874314663558,16.33874314663558,1.0
9,5,39,3,11.201349680336065,21.458046928278623,21.458046928278623,1.0
9,5,40,1,18.917662673011293,22.99167704087646,22.99167704087646,1.0
9,5,40,2,18.917662673011293,27.300303118039807,27.300303118039807,1.0
9,5,40,3,18.917662673011293,30.93872149519296,30.93872149519296,1.0
9,5,41,1,21.269821886884696,27.232191696760026,27.232191696760026,1.0
9,5,41,2,21.269821886884696,32.29746277615428,32.29746277615428,1.0
9,5,41,3,21.269821886884696,37.37808881466471,37.37808881466471,1.0
9,5,42,1,25.78296092262006,28.403725435918282,28.403725435918282,1.0
9,5,42,2,25.78296092262006,30.239818774967855,30.239818774967855,1.0
9,5,42,3,25.78296092262006,32.054267575864415,32.054267575864415,1.0
9,5,43,1,25.52295942811792,31.425475327427908,31.425475327427908,1.0
9,5,43,2,25.52295942811792,33.82692445213005,33.82692445213005,1.0
9,5,43,3,25.52295942811792,36.85814101420622,36.85814101420622,1.0
9,5,44,1,12.512912082136642,16.53735991517326,16.53735991517326,1.0
9,5,44,2,12.512912082136642,19.729624312631046,19.729624312631046,1.0
9,5,44,3,12.512912082136642,23.85853158550874,23.85853158550874,1.0
9,5,45,1,20.319679238688963,25.181850975649297,25.181850975649297,1.0
9,5,45,2,20.319679238688963,30.23159123326459,30.23159123326459,1.0
9,5,45,3,20.319679238688963,33.52115105233253,33.52115105233253,1.0
9,5,46,1,25.82190253938721,32.51379334677972,32.51379334677972,1.0
9,5,46,2,25.82190253938721,36.35542244565093,36.35542244565093,1.0
9,5,46,3,25.82190253938721,39.87262609966646,39.87262609966646,1.0
9,5,47,1,9.607407183447624,14.17416180199762,14.17416180199762,1.0
9,5,47,2,9.607407183447624,17.843013073480765,17.843013073480765,1.0
9,5,47,3,9.607407183447624,20.98095355992904,20.98095355992904,1.0
9,5,48,1,16.034776000581083,18.169593257523612,18.169593257523612,1.0
9,5,48,2,16.034776000581083,21.80092931698387,21.80092931698387,1.0
9,5,48,3,16.034776000581083,24.213303313997226,24.213303313997226,1.0
9,5,49,1,21.860097347322053,26.650859880509557,26.650859880509557,1.0
9,5,49,2,21.860097347322053,30.337137045929104,30.337137045929104,1.0
9,5,49,3,21.860097347322053,34.09241118283774,34.09241118283774,1.0
9,5,50,1,23.238144907994474,27.44078079119638,27.44078079119638,1.0
9,5,50,2,23.238144907994474,31.367366320510765,31.367366320510765,1.0
9,5,50,3,23.238144907994474,34.40408945792775,34.40408945792775,1.0
9,5,51,1,21.867826544607407,28.209267627388048,28.209267627388048,1.0
9,5,51,2,21.867826544607407,32.88035060143821,32.88035060143821,1.0
9,5,51,3,21.867826544607407,36.51945971126648,36.51945971126648,1.0
9,5,52,1,18.0966899876089,21.838682111665634,21.838682111665634,1.0
9,5,52,2,18.0966899876089,26.1981967509099,26.1981967509099,1.0
9,5,52,3,18.0966899876089,30.7738736319741,30.7738736319741,1.0
9,5,53,1,24.059697873242037,29.67244373362813,29.67244373362813,1.0
9,5,53,2,24.059697873242037,32.70492434105057,32.70492434105057,1.0
9,5,53,3,24.059697873242037,34.48152763053899,34.48152763053899,1.0
9,5,54,1,21.869619407144263,25.48236858788159,25.48236858788159,1.0
9,5,54,2,21.869619407144263,29.164658520294317,29.164658520294317,1.0
9,5,54,3,21.869619407144263,30.876972705556426,30.876972705556426,1.0
9,5,55,1,26.33823730221088,33.13210499492174,33.13210499492174,1.0
9,5,55,2,26.33823730221088,38.703881858461656,38.703881858461656,1.0
9,5,55,3,26.33823730221088,42.783350875335465,42.783350875335465,1.0
9,5,56,1,24.110711591728183,27.310722055803694,27.310722055803694,1.0
9,5,56,2,24.110711591728183,30.273754263129753,30.273754263129753,1.0
9,5,56,3,24.110711591728183,32.940755927950214,32.940755927950214,1.0
9,5,57,1,32.61579563165273,37.27904059090979,37.27904059090979,1.0
9,5,57,2,32.61579563165273,39.49990045131479,39.49990045131479,1.0
9,5,57,3,32.61579563165273,40.49017800917284,40.49017800917284,1.0
9,5,58,1,15.74924128107217,21.780198619768587,21.780198619768587,1.0
9,5,58,2,15.74924128107217,29.63119044250096,29.63119044250096,1.0
9,5,58,3,15.74924128107217,34.42836611263924,34.42836611263924,1.0
9,5,59,1,15.419784286484514,20.04499177566298,20.04499177566298,1.0
9,5,59,2,15.419784286484514,22.35292009213547,22.35292009213547,1.0
9,5,59,3,15.419784286484514,24.972203729457426,24.50082347872971,0.9506533131693166
9,5,60,1,24.729441371349083,26.64981645278022,26.64981645278022,1.0
9,5,60,2,24.729441371349083,28.057627392458613,28.057627392458613,1.0
9,5,60,3,24.729441371349083,29.64151483512869,29.64151483512869,1.0
9,5,61,1,12.140263541094502,15.299142303908322,15.299142303908322,1.0
9,5,61,2,12.140263541094502,18.810367599494633,18.810367599494633,1.0
9,5,61,3,12.140263541094502,20.62219853408738,20.62219853408738,1.0
9,5,62,1,14.48826001895069,17.972117210259196,17.972117210259196,1.0
9,5,62,2,14.48826001895069,20.95838769643649,20.95838769643649,1.0
9,5,62,3,14.48826001895069,25.49460982297075,24.30951706637264,0.8923264499402646
9,5,63,1,20.348246702677542,23.2638594337568,23.2638594337568,1.0
9,5,63,2,20.348246702677542,26.60682172292398,26.60682172292398,1.0
9,5,63,3,20.348246702677542,30.119942495699608,30.119942495699608,1.0
9,5,64,1,18.45960660500082,23.21847434867182,23.21847434867182,1.0
9,5,64,2,18.45960660500082,27.161793258723808,27.161793258723808,1.0
9,5,64,3,18.45960660500082,31.20769134666161,31.20769134666161,1.0
9,5,65,1,15.734235704472542,22.35178216094628,22.35178216094628,1.0
9,5,65,2,15.734235704472542,29.57726602533623,29.57726602533623,1.0
9,5,65,3,15.734235704472542,31.734500404285505,31.734500404285505,1.0
9,5,66,1,18.221584577573697,22.386959009106647,22.386959009106647,1.0
9,5,66,2,18.221584577573697,27.37112137502105,27.37112137502105,1.0
9,5,66,3,18.221584577573697,30.83386508092755,30.83386508092755,1.0
9,5,67,1,20.18382155081389,26.02718184230071,26.02718184230071,1.0
9,5,67,2,20.18382155081389,29.85542381224525,29.85542381224525,1.0
9,5,67,3,20.18382155081389,31.23114652214754,31.23114652214754,1.0
9,5,68,1,19.626612359774438,21.721667738733288,21.721667738733288,1.0
9,5,68,2,19.626612359774438,24.158106620016582,24.158106620016582,1.0
9,5,68,3,19.626612359774438,25.88556663396207,25.88556663396207,1.0
9,5,69,1,9.801959023524331,11.737258113406345,11.737258113406345,1.0
9,5,69,2,9.801959023524331,16.473258578352926,15.513405845540303,0.8561220756279945
9,5,69,3,9.801959023524331,22.748895935172932,21.061525312637688,0.8696702830908919
9,5,70,1,17.40707421092292,19.800780795736024,19.800780795736024,1.0
9,5,70,2,17.40707421092292,21.67682035597965,21.67682035597965,1.0
9,5,70,3,17.40707421092292,24.314650158895148,23.345842469370098,0.859747081056785
9,5,71,1,12.372666294296486,15.284657685463923,15.284657685463923,1.0
9,5,71,2,12.372666294296486,19.336491978810734,19.336491978810734,1.0
9,5,71,3,12.372666294296486,23.216138758086707,23.216138758086707,1.0
9,5,72,1,28.95139409728956,31.706702570701808,31.706702570701808,1.0
9,5,72,2,28.95139409728956,33.73353242148562,33.73353242148562,1.0
9,5,72,3,28.95139409728956,35.70381877377674,35.70381877377674,1.0
9,5,73,1,23.04777035992177,27.733005884600427,27.733005884600427,1.0
9,5,73,2,23.04777035992177,30.161072981991172,30.161072981991172,1.0
9,5,73,3,23.04777035992177,32.04350242305718,32.04350242305718,1.0
9,5,74,1,18.93342958184409,24.260953213249415,24.260953213249415,1.0
9,5,74,2,18.93342958184409,28.24699533845111,28.24699533845111,1.0
9,5,74,3,18.93342958184409,33.44249539224495,33.44249539224495,1.0
9,5,75,1,17.24826571760486,20.70899907802827,20.70899907802827,1.0
9,5,75,2,17.24826571760486,23.61877925855099,23.61877925855099,1.0
9,5,75,3,17.24826571760486,26.980886468701588,26.980886468701588,1.0
9,5,76,1,17.244282013686544,21.940779581363806,21.940779581363806,1.0
9,5,76,2,17.244282013686544,26.49885829734461,26.49885829734461,1.0
9,5,76,3,17.244282013686544,28.96731565294039,28.96731565294039,1.0
9,5,77,1,15.729334777492452,19.626003545692747,19.626003545692747,1.0
9,5,77,2,15.729334777492452,23.15877338106253,23.15877338106253,1.0
9,5,77,3,15.729334777492452,27.16462833136673,26.863834110343557,0.9736959773174111
9,5,78,1,21.114357901942455,26.39054325251997,26.39054325251997,1.0
9,5,78,2,21.114357901942455,32.05380569819527,32.05380569819527,1.0
9,5,78,3,21.114357901942455,37.224189619775025,37.224189619775025,1.0
9,5,79,1,21.42851403613199,27.193636574786943,27.193636574786943,1.0
9,5,79,2,21.42851403613199,31.40760150322622,31.40760150322622,1.0
9,5,79,3,21.42851403613199,34.499735024197264,34.499735024197264,1.0
9,5,80,1,20.360099924557495,26.593968921171655,26.593968921171655,1.0
9,5,80,2,20.360099924557495,32.15617995595979,32.15617995595979,1.0
9,5,80,3,20.360099924557495,37.3394219069918,37.3394219069918,1.0
9,5,81,1,21.92383666517948,26.074666787178078,26.074666787178078,1.0
9,5,81,2,21.92383666517948,30.14798842312302,30.14798842312302,1.0
9,5,81,3,21.92383666517948,33.12498122199068,33.12498122199068,1.0
9,5,82,1,19.534941677348996,24.503316022541497,24.503316022541497,1.0
9,5,82,2,19.534941677348996,28.838631657027875,28.838631657027875,1.0
9,5,82,3,19.534941677348996,34.95618694637166,34.95618694637166,1.0
9,5,83,1,26.595097534085888,32.791236483401605,32.791236483401605,1.0
9,5,83,2,26.595097534085888,36.537426418104715,36.537426418104715,1.0
9,5,83,3,26.595097534085888,39.316335340002,39.316335340002,1.0
9,5,84,1,13.151230652792359,16.478449624107334,16.478449624107334,1.0
9,5,84,2,13.151230652792359,19.773917469135156,19.773917469135156,1.0
9,5,84,3,13.151230652792359,23.742306880754274,23.742306880754274,1.0
9,5,85,1,20.6690550489881,23.198766763594698,23.198766763594698,1.0
9,5,85,2,20.6690550489881,26.577063323556985,26.577063323556985,1.0
9,5,85,3,20.6690550489881,30.080158748192108,30.080158748192108,1.0
9,5,86,1,20.165143795680212,21.64336628500282,21.64336628500282,1.0
9,5,86,2,20.165143795680212,22.877809036905695,22.877809036905695,1.0
9,5,86,3,20.165143795680212,25.19716653342492,25.19716653342492,1.0
9,5,87,1,7.9112633632459275,13.09392298122549,13.09392298122549,1.0
9,5,87,2,7.9112633632459275,19.618197415279035,19.231621910826966,0.9669789286645095
9,5,87,3,7.9112633632459275,26.26869657184072,25.76804263830581,0.9727274544406075
9,5,88,1,27.76210098805465,30.452413273237944,30.452413273237944,1.0
9,5,88,2,27.76210098805465,33.313209993023236,33.313209993023236,1.0
9,5,88,3,27.76210098805465,37.31534683551677,37.31534683551677,1.0
9,5,89,1,21.7284186743478,26.443877452163196,26.443877452163196,1.0
9,5,89,2,21.7284186743478,30.858774792062395,30.858774792062395,1.0
9,5,89,3,21.7284186743478,33.88945125167347,33.88945125167347,1.0
9,5,90,1,11.226861617685914,16.702940599165807,16.702940599165807,1.0
9,5,90,2,11.226861617685914,23.130963650046574,23.130963650046574,1.0
9,5,90,3,11.226861617685914,29.868211691012462,29.868211691012462,1.0
9,5,91,1,21.718664419992724,23.355262560369518,23.355262560369518,1.0
9,5,91,2,21.718664419992724,25.780779921012684,25.780779921012684,1.0
9,5,91,3,21.718664419992724,28.194145783342368,28.194145783342368,1.0
9,5,92,1,21.72349343123102,28.27982824222871,28.27982824222871,1.0
9,5,92,2,21.72349343123102,33.329421886343695,33.329421886343695,1.0
9,5,92,3,21.72349343123102,38.60535508306745,38.60535508306745,1.0
9,5,93,1,9.105650926667444,11.717801667668988,11.717801667668988,1.0
9,5,93,2,9.105650926667444,14.972046334981911,14.972046334981911,1.0
9,5,93,3,9.105650926667444,17.71508418778062,17.71508418778062,1.0
9,5,94,1,19.839280523898548,22.176419279030206,22.176419279030206,1.0
9,5,94,2,19.839280523898548,24.051418107628496,24.051418107628496,1.0
9,5,94,3,19.839280523898548,27.347627274049636,27.347627274049636,1.0
9,5,95,1,20.093532776945274,26.059610418621755,26.059610418621755,1.0
9,5,95,2,20.093532776945274,30.31175983076193,30.31175983076193,1.0
9,5,95,3,20.093532776945274,33.93166042518413,33.93166042518413,1.0
9,5,96,1,12.711615715911133,16.260109818298204,16.260109818298204,1.0
9,5,96,2,12.711615715911133,19.64106762476127,19.64106762476127,1.0
9,5,96,3,12.711615715911133,22.696262546728498,22.696262546728498,1.0
9,5,97,1,18.035438114450034,24.078034331485803,24.078034331485803,1.0
9,5,97,2,18.035438114450034,29.042058679365056,29.042058679365056,1.0
9,5,97,3,18.035438114450034,34.203263054534794,34.203263054534794,1.0
9,5,98,1,11.480400688335795,14.569109898212142,14.569109898212142,1.0
9,5,98,2,11.480400688335795,18.926746612472378,18.926746612472378,1.0
9,5,98,3,11.480400688335795,24.778328321445322,24.778328321445322,1.0
9,5,99,1,32.652593820073804,33.9161553090201,33.9161553090201,1.0
9,5,99,2,32.652593820073804,35.778135010165414,35.778135010165414,1.0
9,5,99,3,32.652593820073804,37.51201523808218,37.51201523808218,1.0
11,6,0,1,20.274148627265376,25.519705740495215,25.519705740495215,1.0
11,6,0,2,20.274148627265376,30.553116997875076,30.553116997875076,1.0
11,6,0,3,20.274148627265376,35.19505695053696,35.19505695053696,1.0
11,6,1,1,20.91617738001899,26.18977063214532,26.18977063214532,1.0
11,6,1,2,20.91617738001899,31.838945851639394,31.838945851639394,1.0
11,6,1,3,20.91617738001899,35.806899266766564,35.806899266766564,1.0
11,6,2,1,19.404137110899466,25.561496935262724,25.561496935262724,1.0
11,6,2,2,19.404137110899466,30.4844597265622,30.4844597265622,1.0
11,6,2,3,19.404137110899466,35.220176291231226,35.220176291231226,1.0
11,6,3,1,21.89889373163935,25.962487285327448,25.962487285327448,1.0
11,6,3,2,21.89889373163935,29.991492279870506,29.991492279870506,1.0
11,6,3,3,21.89889373163935,33.87261672800552,33.87261672800552,1.0
11,6,4,1,17.074072646948423,20.863226964213496,20.863226964213496,1.0
11,6,4,2,17.074072646948423,23.638213256062834,23.638213256062834,1.0
11,6,4,3,17.074072646948423,25.433911427462657,25.433911427462657,1.0
11,6,5,1,24.388275083236543,29.01762296987267,29.01762296987267,1.0
11,6,5,2,24.388275083236543,33.009661707410935,33.009661707410935,1.0
11,6,5,3,24.388275083236543,37.606119247452554,37.606119247452554,1.0
11,6,6,1,21.45092790573542,26.336461575458575,26.336461575458575,1.0
11,6,6,2,21.45092790573542,31.37035053223768,31.37035053223768,1.0
11,6,6,3,21.45092790573542,35.70485788942245,35.70485788942245,1.0
11,6,7,1,19.602754225123295,24.243260478689788,24.243260478689788,1.0
11,6,7,2,19.602754225123295,29.097578645496107,29.097578645496107,1.0
11,6,7,3,19.602754225123295,33.49248923333023,33.49248923333023,1.0
11,6,8,1,21.123753383792433,23.44111879202437,23.44111879202437,1.0
11,6,8,2,21.123753383792433,25.363050266269642,25.363050266269642,1.0
11,6,8,3,21.123753383792433,28.04565266772486,28.04565266772486,1.0
11,6,9,1,18.696817913444608,24.467102209254133,24.467102209254133,1.0
11,6,9,2,18.696817913444608,30.373614342769258,30.373614342769258,1.0
11,6,9,3,18.696817913444608,35.327718162901604,35.327718162901604,1.0
11,6,10,1,16.448533962074233,19.66833699137089,19.66833699137089,1.0
11,6,10,2,16.448533962074233,23.424283554570568,23.424283554570568,1.0
11,6,10,3,16.448533962074233,25.427927678608732,25.427927678608732,1.0
11,6,11,1,30.182429682348065,36.11959677207797,36.11959677207797,1.0
11,6,11,2,30.182429682348065,41.835307670882784,41.835307670882784,1.0
11,6,11,3,30.182429682348065,46.51319987860652,46.51319987860652,1.0
11,6,12,1,27.727246196049244,31.32514990287552,31.32514990287552,1.0
11,6,12,2,27.727246196049244,34.29268896893068,34.29268896893068,1.0
11,6,12,3,27.727246196049244,37.302200604253166,37.302200604253166,1.0
11,6,13,1,31.620123769044834,37.06783388768626,37.06783388768626,1.0
11,6,13,2,31.620123769044834,40.43063790892029,40.43063790892029,1.0
11,6,13,3,31.620123769044834,43.75006899267745,43.75006899267745,1.0
11,6,14,1,21.584215672317296,26.923021502555898,26.923021502555898,1.0
11,6,14,2,21.584215672317296,32.16773205221125,32.16773205221125,1.0
11,6,14,3,21.584215672317296,35.641472832934056,35.641472832934056,1.0
11,6,15,1,22.75026175211411,24.601503868770912,24.601503868770912,1.0
11,6,15,2,22.75026175211411,28.010853904385066,28.010853904385066,1.0
11,6,15,3,22.75026175211411,31.372438303571833,31.372438303571833,1.0
11,6,16,1,21.860317991081505,28.983597894535695,28.983597894535695,1.0
11,6,16,2,21.860317991081505,35.0765941057843,35.0765941057843,1.0
11,6,16,3,21.860317991081505,40.742360513381556,40.742360513381556,1.0
11,6,17,1,26.240831041016918,33.89876180310248,33.89876180310248,1.0
11,6,17,2,26.240831041016918,40.97980794734667,40.97980794734667,1.0
11,6,17,3,26.240831041016918,44.12092202973196,44.12092202973196,1.0
11,6,18,1,12.662001467770798,17.629529011930423,17.629529011930423,1.0
11,6,18,2,12.662001467770798,21.762326344561657,21.762326344561657,1.0
11,6,18,3,12.662001467770798,25.172176574292056,25.172176574292056,1.0
11,6,19,1,13.778982206644727,17.21320796778855,17.21320796778855,1.0
11,6,19,2,13.778982206644727,21.396827707548532,21.396827707548532,1.0
11,6,19,3,13.778982206644727,26.709699560766047,26.46369264465991,0.9809749985736307
11,6,20,1,17.51267484550895,20.591973315093007,20.591973315093007,1.0
11,6,20,2,17.51267484550895,23.135353828871988,23.135353828871988,1.0
11,6,20,3,17.51267484550895,27.312312536760434,27.312312536760434,1.0
11,6,21,1,17.65219071761043,22.946215201862273,22.946215201862273,1.0
11,6,21,2,17.65219071761043,28.442887574456883,28.442887574456883,1.0
11,6,21,3,17.65219071761043,33.390959130852494,33.390959130852494,1.0
11,6,22,1,10.975678218257864,12.813154067962719,12.813154067962719,1.0
11,6,22,2,10.975678218257864,14.704810798317926,14.704810798317926,1.0
11,6,22,3,10.975678218257864,19.916964081875783,19.251841398501398,0.9256121889491569
11,6,23,1,14.87638310370793,18.459465014914528,18.459465014914528,1.0
11,6,23,2,14.87638310370793,21.655279100506828,21.309413752167522,0.948979103897946
11,6,23,3,14.87638310370793,26.41011794256452,25.23836101171343,0.898406114998977
11,6,24,1,21.737402587645278,26.961627157713615,26.961627157713615,1.0
11,6,24,2,21.737402587645278,31.02863961514442,31.02863961514442,1.0
11,6,24,3,21.737402587645278,35.00733407138404,35.00733407138404,1.0
11,6,25,1,24.08011627894202,27.76145400656549,27.76145400656549,1.0
11,6,25,2,24.08011627894202,31.59370707766376,31.59370707766376,1.0
11,6,25,3,24.08011627894202,36.67923877108846,36.67923877108846,1.0
11,6,26,1,18.49802782573161,24.156181553109107,24.156181553109107,1.0
11,6,26,2,18.49802782573161,29.501333063038956,29.501333063038956,1.0
11,6,26,3,18.49802782573161,34.784637899019536,34.784637899019536,1.0
11,6,27,1,27.34047165898109,33.69588440673711,33.69588440673711,1.0
11,6,27,2,27.34047165898109,39.06081653396895,39.06081653396895,1.0
11,6,27,3,27.34047165898109,43.4994022754615,43.4994022754615,1.0
11,6,28,1,17.869185627203077,22.930360607849718,22.930360607849718,1.0
11,6,28,2,17.869185627203077,27.986926425732925,27.986926425732925,1.0
11,6,28,3,17.869185627203077,32.60436807539469,32.60436807539469,1.0
11,6,29,1,17.18361468774265,21.002207129000297,21.002207129000297,1.0
11,6,29,2,17.18361468774265,24.175929023804322,24.175929023804322,1.0
11,6,29,3,17.18361468774265,28.166131373205054,28.166131373205054,1.0
11,6,30,1,29.365442424382138,33.54165857142171,33.54165857142171,1.0
11,6,30,2,29.365442424382138,37.26463640999019,37.26463640999019,1.0
11,6,30,3,29.365442424382138,40.04391554079449,40.04391554079449,1.0
11,6,31,1,17.56980316043073,18.64612806792521,18.64612806792521,1.0
11,6,31,2,17.56980316043073,19.649866732190194,19.649866732190194,1.0
11,6,31,3,17.56980316043073,20.79537031396732,20.55574121497828,0.9257094682631839
11,6,32,1,18.066091705874044,23.40439860951181,23.40439860951181,1.0
11,6,32,2,18.066091705874044,29.997765945398516,29.997765945398516,1.0
11,6,32,3,18.066091705874044,34.5002691836421,34.5002691836421,1.0
11,6,33,1,26.566308069946388,31.582595746945902,31.582595746945902,1.0
11,6,33,2,26.566308069946388,35.42161859482858,35.42161859482858,1.0
11,6,33,3,26.566308069946388,38.447847238109816,38.447847238109816,1.0
11,6,34,1,20.12182930559874,23.82114382904776,23.82114382904776,1.0
11,6,34,2,20.12182930559874,26.76096693124342,26.76096693124342,1.0
11,6,34,3,20.12182930559874,28.780849944568185,28.780849944568185,1.0
11,6,35,1,16.500505036255923,19.828559179156056,19.828559179156056,1.0
11,6,35,2,16.500505036255923,22.973142990285766,22.884118946032707,0.9862460955045953
11,6,35,3,16.500505036255923,26.790800179769754,26.301197133185894,0.9524208936910361
11,6,36,1,18.84340287361896,24.875202173508768,24.875202173508768,1.0
11,6,36,2,18.84340287361896,31.71401065384081,31.71401065384081,1.0
11,6,36,3,18.84340287361896,36.85619881603396,36.85619881603396,1.0
11,6,37,1,25.917963770275584,31.895141920130037,31.895141920130037,1.0
11,6,37,2,25.917963770275584,37.09306212217355,37.09306212217355,1.0
11,6,37,3,25.917963770275584,38.65812682225582,38.65812682225582,1.0
11,6,38,1,29.81218315485788,35.71937612269578,35.71937612269578,1.0
11,6,38,2,29.81218315485788,39.55076839341828,39.55076839341828,1.0
11,6,38,3,29.81218315485788,43.16525282646374,43.16525282646374,1.0
11,6,39,1,29.765267053643218,34.38081251381755,34.38081251381755,1.0
11,6,39,2,29.765267053643218,37.834958520463545,37.834958520463545,1.0
11,6,39,3,29.765267053643218,42.661575169213734,42.661575169213734,1.0
11,6,40,1,19.670818178634228,22.8155244520353,22.8155244520353,1.0
11,6,40,2,19.670818178634228,25.577593291838994,25.577593291838994,1.0
11,6,40,3,19.670818178634228,29.221334267754774,29.221334267754774,1.0
11,6,41,1,17.746919408916284,19.584731313065273,19.584731313065273,1.0
11,6,41,2,17.746919408916284,20.972289405724432,20.972289405724432,1.0
11,6,41,3,17.746919408916284,22.17413811007834,22.17413811007834,1.0
11,6,42,1,15.184170684804837,18.47125060415497,18.47125060415497,1.0
11,6,42,2,15.184170684804837,20.578154333209188,20.578154333209188,1.0
11,6,42,3,15.184170684804837,22.461167458061833,22.461167458061833,1.0
11,6,43,1,16.448826050368417,18.125114273032956,18.125114273032956,1.0
11,6,43,2,16.448826050368417,20.25777201449197,20.25777201449197,1.0
11,6,43,3,16.448826050368417,22.07225887424342,22.07225887424342,1.0
11,6,44,1,24.091829366862825,27.762343668423405,27.762343668423405,1.0
11,6,44,2,24.091829366862825,30.862927798377633,30.862927798377633,1.0
11,6,44,3,24.091829366862825,32.755271704274165,32.755271704274165,1.0
11,6,45,1,13.526700592223886,15.937110017430781,15.937110017430781,1.0
11,6,45,2,13.526700592223886,20.85811611522665,20.85811611522665,1.0
11,6,45,3,13.526700592223886,24.65764117485807,24.65764117485807,1.0
11,6,46,1,24.50125830025439,29.236810600514705,29.236810600514705,1.0
11,6,46,2,24.50125830025439,33.881356129425434,33.881356129425434,1.0
11,6,46,3,24.50125830025439,37.646030907920085,37.646030907920085,1.0
11,6,47,1,28.396112817146538,33.64200248286487,33.64200248286487,1.0
11,6,47,2,28.396112817146538,39.151130963772005,39.151130963772005,1.0
11,6,47,3,28.396112817146538,42.235379713644164,42.235379713644164,1.0
11,6,48,1,30.136597518901294,34.722493770027555,34.722493770027555,1.0
11,6,48,2,30.136597518901294,38.06982247072082,38.06982247072082,1.0
11,6,48,3,30.136597518901294,41.192504745025616,41.192504745025616,1.0
11,6,49,1,27.045469767359005,30.497150387824735,30.497150387824735,1.0
11,6,49,2,27.045469767359005,34.55798353708524,34.55798353708524,1.0
11,6,49,3,27.045469767359005,37.823409644216895,37.823409644216895,1.0
11,6,50,1,16.282232701548168,20.33825826984883,20.33825826984883,1.0
11,6,50,2,16.282232701548168,24.51944846678449,24.51944846678449,1.0
11,6,50,3,16.282232701548168,27.70300929409808,27.70300929409808,1.0
11,6,51,1,27.35409240113077,30.732475679666948,30.732475679666948,1.0
11,6,51,2,27.35409240113077,32.35752752608539,32.35752752608539,1.0
11,6,51,3,27.35409240113077,33.777167656988425,33.777167656988425,1.0
11,6,52,1,34.83443639530029,39.792735867419466,39.792735867419466,1.0
11,6,52,2,34.83443639530029,42.4463787904702,42.4463787904702,1.0
11,6,52,3,34.83443639530029,44.30284740641456,44.30284740641456,1.0
11,6,53,1,14.234493868441902,18.03261342455151,18.03261342455151,1.0
11,6,53,2,14.234493868441902,21.253601612669673,21.253601612669673,1.0
11,6,53,3,14.234493868441902,24.35523004922976,24.35523004922976,1.0
11,6,54,1,19.05517286721225,24.261869138536067,24.261869138536067,1.0
11,6,54,2,19.05517286721225,30.535685087237198,30.535685087237198,1.0
11,6,54,3,19.05517286721225,37.1684691574037,37.1684691574037,1.0
11,6,55,1,33.847231778905105,37.20364087327113,37.20364087327113,1.0
11,6,55,2,33.847231778905105,40.865405986113544,40.865405986113544,1.0
